,Date,Open,High,Low,Close,Volume,sma7,trend_adx,trend_adx_pos,trend_adx_neg,trend_psar_up_indicator,trend_psar_down_indicator,volatility_atr,volatility_bbli,others_dr,others_cr
0,20070919,6.2929,6.2929,6.2929,6.2929,307840,0.026563125465145443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027290957804121895
1,20070920,6.595,6.595,6.5446,6.595,794790,0.02765062486346468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9688121661191708,0.029424873932247273
2,20070921,6.8971,6.8971,6.7964,6.8971,1224660,0.028738124261783925,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9664406833335526,0.031558790060372655
3,20070924,7.1992,7.1992,7.1992,7.1991,551130,0.029825443670133234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9642613115564765,0.03369199982764795
4,20070925,7.5515,7.5515,7.4508,7.5515,962110,0.030985263038370493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9698302717671765,0.03618121546336918
5,20070926,7.9039,7.9039,7.7529,7.9039,781900,0.03218133238655173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9673668173945419,0.03867043109909041
6,20070927,7.8032,7.9039,7.5515,7.5515,562590,0.03267321926151855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8689598967932936,0.03618121546336918
7,20070928,7.7529,7.9039,7.7025,7.9039,833570,0.034330155498991766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9673668173945419,0.03867043109909041
8,20071001,8.2563,8.2563,8.206,8.2563,781020,0.03603882599639353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9651230321272644,0.04115964673481164
9,20071002,8.658999999999999,8.658999999999999,8.4577,8.6591,887990,0.037851067865063794,0.0,0.0,0.0,0.0,0.0,0.05153377693934104,0.0,0.9696538692855625,0.044004868238978825
10,20071003,9.0618,9.0618,9.0115,9.0618,1027610,0.03976688110500257,0.0,0.0,0.0,0.0,0.0,0.0531380195558832,0.0,0.9671940157527841,0.046849383382295905
11,20071004,9.5149,9.5149,9.5149,9.5149,1206640,0.04178626571620983,0.0,0.0,0.0,0.0,0.0,0.05542758924836244,0.0,0.9709631855502207,0.05004990439405894
12,20071005,9.968,9.968,9.5149,9.7163,1116040,0.043650344696220034,0.0,0.0,0.0,0.0,0.0,0.05748820197159372,0.0,0.9398679680472313,0.051472515146142525
13,20071008,9.666,9.9177,9.5149,9.7163,949940,0.0458768720499643,0.0,0.0,0.0,0.0,0.0,0.05849868016296138,0.0,0.917041464460279,0.051472515146142525
14,20071009,9.5149,9.5653,9.2632,9.2632,527100,0.04727493128497195,0.0,0.0,0.0,0.0,0.0,0.0602521837947328,0.0,0.8667519661766901,0.048271994134379485
15,20071010,9.4142,9.4646,9.2129,9.2632,599460,0.04831054214624555,0.0,1.0,0.1273574300315564,0.0,0.0,0.058450687869063565,0.0,0.917041464460279,0.048271994134379485
16,20071011,9.2129,9.2129,9.0115,9.0115,362850,0.04867299051997962,0.0,0.9496596301523849,0.1766368969899698,0.0,1.0,0.056829341535961225,0.0,0.8877388527069607,0.046494083874700054
17,20071012,8.9612,9.0618,8.9108,9.0618,527800,0.04867299051997962,0.0,0.9197464265998768,0.20011576190300193,0.0,0.0,0.05368030523903736,0.0,0.9230608901068247,0.046849383382295905
18,20071015,9.0618,9.3135,9.0618,9.3135,326950,0.048465847777442624,0.0,0.950716034888285,0.18940600424980072,0.0,0.0,0.052535997168937636,0.0,0.9469953315941088,0.048627293641975336
19,20071016,9.3135,9.3135,9.1121,9.1122,236970,0.04784452240124302,0.0,0.9088048520548105,0.18105626638637654,0.0,0.0,0.05066204664630739,0.0,0.893732927614041,0.047205389250741844
20,20071017,9.0115,9.0619,8.9612,8.9611,272570,0.047067788542434964,0.0,0.8775683624513252,0.22232227464061416,0.0,0.0,0.04812973983834891,0.0,0.8991590820756027,0.046138078006254114
21,20071018,8.8604,9.1625,8.8101,8.8101,398500,0.04660176879743242,0.0,0.8077880892562653,0.2517821075174853,0.0,0.0,0.04923031290544979,0.0,0.8988695878264292,0.04507147312261646
22,20071019,9.0115,9.2128,8.9611,9.2129,525830,0.04655003453750387,0.0,0.7524701316856192,0.22934008047847101,0.0,0.0,0.05106490192538107,0.0,0.9663466707529415,0.047916694626783635
23,20071022,9.0619,9.0619,8.9612,9.0618,280000,0.046601768797432434,0.0,0.7098800514481263,0.21635934939301174,0.0,0.0,0.05018213418664698,0.0,0.899354542343937,0.046849383382295905
24,20071023,8.8604,8.9611,8.8101,8.8101,192730,0.04634289179496689,0.0,0.669095827984382,0.2516136405741596,0.0,0.0,0.0493876432217863,0.0,0.8870875973264493,0.04507147312261646
25,20071024,8.8101,9.0618,8.8101,8.9108,182750,0.04592870916130428,0.0,0.6650400755846684,0.23695296267860116,0.0,0.0,0.04867260135341168,0.0,0.9293677660334446,0.045782778498658264
26,20071025,8.9108,8.9611,8.7598,8.7598,163650,0.045566260787570236,0.0,0.6332605404228635,0.24213869062530996,0.0,0.0,0.04718331233428326,0.0,0.8987670105724583,0.044716173615020616
27,20071026,8.7095,8.7095,8.6088,8.6087,212630,0.04520381241383618,0.6941588581426994,0.6097235699142926,0.28452646906480183,0.0,0.0,0.04499887895752718,0.0,0.8984396876199804,0.04364886237053288
28,20071029,8.206,8.4073,8.206,8.206,457260,0.04458248703763657,0.6562644329865451,0.5509148188725398,0.39046838380202514,0.0,0.0,0.047256611372250755,1.0,0.8665952929248633,0.04080434722721579
29,20071030,8.206,8.357000000000001,8.206,8.2563,146250,0.04359861043629153,0.6210767524844018,0.5302619934681368,0.3758304124127161,0.0,0.0,0.04506484809169796,0.0,0.9236517562240915,0.04115964673481164
30,20071031,8.2563,8.3066,8.1556,8.1556,140770,0.04266657094628643,0.5862768726375873,0.509685016609151,0.3791536841171357,0.0,0.0,0.043092261139200415,0.0,0.9038883632539582,0.04044834135876985
31,20071101,8.2059,8.2563,7.9542,8.1053,195380,0.04194167419881832,0.5457529833162719,0.47035908102320345,0.4210165962131995,0.0,0.0,0.04385250881667565,0.0,0.9103903223966852,0.040093041851174
32,20071102,8.055,8.055,7.9039,7.9039,197100,0.040906063337544714,0.5073977465509266,0.4456711259072997,0.41704250191562703,0.0,0.0,0.04284690712927159,0.0,0.8902451831407112,0.03867043109909041
33,20071105,8.2563,8.2563,8.2563,8.2563,66650,0.04038820648120221,0.478264010711297,0.4825964504314466,0.3795074509596697,0.0,0.0,0.0444757634672802,0.0,0.9651230321272644,0.04115964673481164
34,20071106,8.658999999999999,8.658999999999999,8.658999999999999,8.6591,70540,0.04044004359254216,0.46405647701180724,0.583891180798188,0.3416643456669068,1.0,0.0,0.04678580743102845,0.0,0.9696538692855625,0.044004868238978825
35,20071107,8.357000000000001,8.5584,8.357000000000001,8.357000000000001,444180,0.04059534922373921,0.4386159766921478,0.540359723242787,0.41923463037732833,0.0,0.0,0.047176700479320884,0.0,0.8794177104362766,0.04187095211085344
36,20071108,8.3067,8.3067,8.1556,8.1556,170020,0.04049177785247071,0.40776663596799184,0.5129059252562763,0.4681788016834002,0.0,0.0,0.045838679625652336,0.0,0.891052245963271,0.04044834135876985
37,20071109,8.1556,8.4577,8.1556,8.4577,316190,0.0408024919662762,0.38415857287451993,0.5308102913718779,0.43266877795485714,0.0,0.0,0.04632428545448242,0.0,0.9569879856811876,0.042582257486895245
38,20071112,8.3067,8.357000000000001,8.206,8.206,96340,0.0409060633375447,0.3622368000020103,0.4969880534849239,0.40509993354450147,0.0,0.0,0.045915579362838216,0.0,0.8849481112799414,0.04080434722721579
39,20071113,8.1053,8.1053,7.8033,7.8032,167790,0.0408024919662762,0.34499372357227015,0.4478234098769457,0.5017972374112559,0.0,1.0,0.04808164173703066,0.0,0.8641065634172634,0.03795912572304862
40,20071114,8.0549,8.1556,8.0046,8.0046,296610,0.04054361496381066,0.3270551852703941,0.42787313713650277,0.4590051512828474,0.0,0.0,0.049187024614263365,0.0,0.9448751607617313,0.0393817364751322
41,20071115,8.0046,8.0549,7.9543,8.055,138080,0.03992228958761106,0.3121114377390568,0.41694218983968806,0.4649393574416396,0.0,0.0,0.045956468671918015,0.0,0.9238315470722648,0.039737742343578145
42,20071116,8.055,8.055,7.9543,8.0046,93360,0.039559841213877005,0.29823075948050043,0.40580736261466244,0.45247824944801884,0.0,0.0,0.043050646401857975,0.0,0.9102938672813963,0.0393817364751322
43,20071119,8.0549,8.0549,8.0046,8.0046,103860,0.03940453558267995,0.2853415582404124,0.40003987291898213,0.4460474552298053,0.0,0.0,0.03958965502121267,0.0,0.917041464460279,0.0393817364751322
44,20071120,7.9039,7.9543,7.8536,7.9039,73830,0.0388349444664089,0.2792092073281808,0.38246654537653846,0.4871882886254273,0.0,0.0,0.038164587375763656,0.0,0.9034747716224425,0.03867043109909041
45,20071121,7.7025,7.8032,7.6522,7.8032,193670,0.038420658981334906,0.28056015877292795,0.35451079589474954,0.5324399642655637,0.0,0.0,0.038571851091991315,0.0,0.9033019245508993,0.03795912572304862
46,20071122,7.9039,7.9542,7.8032,7.8032,60070,0.038420658981334906,0.27401841558480233,0.40609422986052945,0.5084302240170884,0.0,0.0,0.03724856383946444,0.0,0.917041464460279,0.03795912572304862
47,20071123,8.1556,8.1556,8.1556,8.1556,122430,0.03857596461253195,0.2584944531162231,0.4519303713976519,0.45667355531227666,0.0,0.0,0.039437254506453766,0.0,0.9657435229341212,0.04044834135876985
48,20071126,8.5583,8.5583,8.3066,8.5584,594620,0.039093718617463066,0.2513995625820792,0.5684351061359526,0.4058327459604849,1.0,0.0,0.04225114936628466,0.0,0.9703034927548236,0.043293562862937035
49,20071127,8.5584,8.5584,8.357000000000001,8.508,359580,0.03961147262239419,0.24481489073724905,0.5363213356725175,0.3828751558001145,0.0,0.0,0.041405683623919706,0.0,0.9106907569359868,0.042937556994491075
50,20071128,8.4073,8.4577,8.3066,8.3067,237300,0.03992218673619969,0.23634348714640782,0.5055244994683022,0.3807570063523311,0.0,0.0,0.04064476445579126,0.0,0.8915261779161513,0.04151565260325758
51,20071129,8.357000000000001,8.4074,8.055,8.055,319240,0.040077595218808125,0.22143558454371326,0.45616568106815136,0.4399604027448723,0.0,0.0,0.04249383506114793,0.0,0.8843647151863991,0.039737742343578145
52,20071130,8.055,8.1053,8.0047,8.055,485160,0.04033657507268506,0.20964414473445311,0.44287193226600036,0.44728472663269403,0.0,0.0,0.039932598074114124,0.0,0.917041464460279,0.039737742343578145
53,20071203,7.904,8.1557,7.904,8.055,181120,0.04059555492656199,0.2028054980333485,0.41062832097521684,0.4549916995751858,0.0,0.0,0.040163060720506724,0.0,0.917041464460279,0.039737742343578145
54,20071204,8.1053,8.1053,8.055,8.055,241890,0.04049208640670489,0.19645532609660848,0.4042935375438651,0.4479725201064483,0.0,0.0,0.03699082790799654,0.0,0.917041464460279,0.039737742343578145
55,20071205,8.0047,8.055,7.904,7.9039,263870,0.03981892391916535,0.19683490256087002,0.3850875772290418,0.4923709863184984,0.0,0.0,0.03582564297386914,0.0,0.8968120610132713,0.03867043109909041
56,20071206,7.9039,7.9542,7.8536,7.9039,164670,0.03919759854296574,0.1992121477099855,0.37239502907557337,0.4989726688724373,0.0,1.0,0.03393122519556322,0.0,0.917041464460279,0.03867043109909041
57,20071207,7.9039,8.0046,7.8536,7.9039,402370,0.03878331305789173,0.1984262261868665,0.37885665394458884,0.4737328374188231,0.0,0.0,0.03307200053267915,0.0,0.917041464460279,0.03867043109909041
58,20071210,7.9039,7.9542,7.8032,7.8032,182810,0.038524333204014785,0.19993922303924178,0.3592847464073038,0.47309933582099856,0.0,0.0,0.03229869833608348,0.0,0.9033019245508993,0.03795912572304862
59,20071211,7.7025,7.7529,7.6018,7.7026,297280,0.03816188483028073,0.20965067272314322,0.3344661291050794,0.5359242271510087,0.0,0.0,0.03244847769673867,0.0,0.9031384364169518,0.037248526707856916
60,20071212,7.7529,7.9543,7.7529,7.8536,127990,0.037954742087743736,0.20638638310865817,0.40800375850644593,0.49033712252109146,0.0,0.0,0.033427352380868816,0.0,0.9381823783988961,0.03831513159149456
61,20071213,7.9039,7.9039,7.8033,7.8032,303550,0.037695762233866795,0.20335525703806492,0.39359304502059367,0.4730183904339285,0.0,0.0,0.03177276366186292,0.0,0.910120829939053,0.03795912572304862
62,20071214,7.8032,7.8535,7.7529,7.8536,185510,0.037644027973938246,0.20290576069008345,0.3791705434731058,0.4810668964335341,0.0,0.0,0.030283633814757613,0.0,0.9240067985893416,0.03831513159149456
63,20071217,7.8033,7.8033,7.7529,7.8032,157580,0.03754045660266975,0.20248837122410068,0.3647620364194872,0.46278632087237737,0.0,0.0,0.02894509503041361,0.0,0.910120829939053,0.03795912572304862
64,20071218,7.7529,7.8535,7.7529,7.8536,154370,0.03748872234274119,0.19858293299201712,0.37980350935640633,0.44460956447154004,0.0,0.0,0.02773873204645324,0.0,0.9240067985893416,0.03831513159149456
65,20071219,7.9543,8.0046,7.9039,8.0046,167140,0.03769586508527818,0.18503778430673634,0.44664324028538177,0.4180668545782313,0.0,0.0,0.02749875669848017,0.0,0.9377759051885555,0.0393817364751322
66,20071220,8.0549,8.0549,7.8536,7.9039,191390,0.0379029049764038,0.17246014624183276,0.4113845670859696,0.38506404322556964,0.0,0.0,0.028126852144844894,0.0,0.9034747716224425,0.03867043109909041
67,20071221,7.8536,7.9039,7.8536,7.9039,220330,0.03795463923633235,0.16078091089585084,0.40282734048318175,0.3770543108775442,0.0,0.0,0.026158240189900896,0.0,0.917041464460279,0.03867043109909041
68,20071224,7.9039,7.9542,7.8536,7.9039,155160,0.03805821060760085,0.1522233466600506,0.41768070599104157,0.3608858182740277,0.0,0.0,0.025230562689991798,0.0,0.917041464460279,0.03867043109909041
69,20071225,7.8536,7.9039,7.8032,7.8032,166750,0.03800637349626091,0.1422074066886246,0.39922626474211886,0.3755144160660602,0.0,0.0,0.024397331018124375,0.0,0.9033019245508993,0.03795912572304862
70,20071226,7.8032,7.8535,7.7529,7.8536,141200,0.03805821060760085,0.13664168630122175,0.38111034383269965,0.38984352216295237,0.0,0.0,0.023645744435392923,0.0,0.9240067985893416,0.03831513159149456
71,20071227,7.8536,7.8536,7.8033,7.8032,146490,0.03800637349626091,0.13146502838350793,0.37209142069007434,0.3805452489606509,0.0,0.0,0.022125243251394124,0.0,0.910120829939053,0.03795912572304862
72,20071228,7.7529,7.8032,7.7529,7.8032,220180,0.03779923075372391,0.13061990272592025,0.3627732236866209,0.405707773588922,0.0,0.0,0.020756792185795205,0.0,0.917041464460279,0.03795912572304862
73,20080102,7.8032,7.9039,7.8032,7.9039,156160,0.03779923075372391,0.12169091671541209,0.4209482118530936,0.38492495403778404,0.0,0.0,0.020370937564347442,0.0,0.9309583126110053,0.03867043109909041
74,20080103,7.8536,7.8536,7.7529,7.7529,111990,0.03764392512252686,0.11680178252106453,0.3887868202670554,0.39070321612728587,0.0,0.0,0.02086774166458495,0.0,0.8964389766120532,0.03760382621545277
75,20080104,7.7026,7.7026,7.6522,7.6522,66670,0.037385048120061305,0.12010618189655546,0.36856335726726003,0.44229745766967216,0.0,0.0,0.02047079209525823,1.0,0.9030343252620762,0.03689252083941097
